iter	Passed	Remaining
215	5280	239153
216	5304	239106
217	5327	239045
218	5352	239008
219	5380	239167
220	5424	239999
221	5445	239817
222	5488	240610
223	5527	241191
224	5551	241148
225	5574	241051
226	5597	240974
227	5622	240943
228	5642	240721
229	5665	240643
230	5687	240514
231	5710	240427
232	5733	240305
233	5756	240239
234	5781	240225
235	5804	240125
236	5825	239969
237	5850	239927
238	5870	239730
239	5892	239618
240	5915	239510
241	5940	239521
242	5966	239539
243	5987	239373
244	6008	239211
245	6034	239233
246	6064	239421
247	6087	239367
248	6113	239375
249	6139	239401
250	6163	239369
251	6189	239384
252	6209	239218
253	6233	239164
254	6257	239119
255	6277	238918
256	6300	238839
257	6322	238729
258	6344	238577
259	6368	238541
260	6392	238496
261	6415	238432
262	6437	238310
263	6460	238242
264	6482	238107
265	6505	238044
266	6529	237995
267	6556	238069
268	6581	238058
269	6604	237985
270	6626	237881
271	6648	237767
272	6670	237652
273	6694	237607
274	6716	237506
275	6740	237454
276	6764	237419
277	6788	237366
278	6811	237290
279	6834	237215
280	6855	237099
281	6877	236977
282	6897	236805
283	6922	236799
284	6945	236733
285	6969	236710
286	6995	236738
287	7018	236665
288	7043	236649
289	7067	236631
290	7090	236551
291	7114	236509
292	7138	236479
293	7161	236399
294	7186	236405
295	7208	236301
296	7234	236337
297	7256	236233
298	7282	236249
299	7306	236203
300	7329	236165
301	7354	236135
302	7378	236097
303	7397	235931
304	7422	235904
305	7444	235812
306	7467	235754
307	7490	235684
308	7513	235615
309	7535	235519
310	7557	235413
311	7579	235317
312	7602	235266
313	7626	235244
314	7648	235141
315	7673	235149
316	7696	235084
317	7718	234968
318	7742	234956
319	7766	234909
320	7786	234770
321	7812	234782
322	7832	234632
323	7856	234591
324	7876	234456
325	7896	234299
326	7920	234273
327	7945	234273
328	7968	234212
329	7990	234110
330	8014	234079
331	8036	234014
332	8057	233899
333	8079	233806
334	8103	233777
335	8140	234116
336	8164	234072
337	8189	234068
338	8213	234034
339	8232	233880
340	8255	233828
341	8277	233741
342	8301	233703
343	8324	233632
344	8347	233594
345	8373	233603
346	8397	233574
347	8422	233582
348	8446	233547
349	8471	233539
350	8497	233568
351	8522	233581
352	8546	233550
353	8570	233520
354	8591	233409
355	8615	233378
356	8639	233333
357	8661	233253
358	8685	233213
359	8704	233055
360	8727	233012
361	8747	232871
362	8769	232801
363	8792	232738
364	8814	232647
365	8833	232485
366	8857	232476
367	8882	232478
368	8906	232435
369	8929	232395
370	8951	232310
371	8973	232238
372	8997	232199
373	9022	232188
374	9047	232199
375	9070	232136
376	9092	232070
377	9114	231975
378	9138	231946
379	9159	231847
380	9182	231813
381	9206	231779
382	9231	231783
383	9252	231671
384	9274	231600
385	9298	231575
386	9321	231528
387	9345	231486
388	9369	231471
389	9395	231496
390	9419	231473
391	9445	231480
392	9467	231402
393	9487	231297
394	9509	231215
395	9534	231204
396	9559	231212
397	9582	231171
398	9605	231121
399	9629	231092
400	9650	230986
401	9676	230996
402	9700	230972
403	9723	230940
404	9745	230864
405	9769	230828
406	9792	230778
407	9814	230701
408	9838	230693
409	9863	230696
410	9884	230592
411	9908	230573
412	9933	230561
413	9955	230487
414	9980	230497
415	10007	230528
416	10030	230482
417	10056	230496
418	10078	230434
419	10100	230357
420	10121	230278
421	10146	230273
422	10168	230206
423	10195	230249
424	10218	230191
425	10239	230104
426	10261	230036
427	10282	229935
428	10303	229842
429	10326	229802
430	10348	229736
431	10372	229718
432	10395	229665
433	10418	229625
434	10440	229544
435	10464	229514
436	10487	229482
437	10511	229457
438	10536	229440
439	10559	229403
440	10584	229406
441	10609	229403
442	10632	229345
443	10652	229250
444	10674	229185
445	10698	229157
446	10724	229163
447	10748	229146
448	10772	229115
449	10796	229100
450	10817	229012
451	10838	228930
452	10863	228927
453	10886	228872
454	10908	228809
455	10932	228801
456	10956	228776
457	10980	228753
458	11006	228764
459	11029	228726
460	11053	228684
461	11075	228639
462	11096	228553
463	11121	228541
464	11144	228508
465	11167	228464
466	11191	228431
467	11212	228349
468	11236	228322
469	11260	228310
470	11284	228272
471	11306	228218
472	11330	228182
473	11352	228134
474	11375	228086
475	11399	228070
476	11421	227992
477	11442	227920
478	11468	227926
479	11494	227942
480	11517	227905
481	11542	227911
482	11567	227905
483	11592	227897
484	11615	227851
485	11636	227782
486	11659	227728
487	11683	227709
488	11706	227667
489	11728	227603
490	11752	227572
491	11775	227545
492	11798	227503
493	11821	227459
494	11842	227375
495	11863	227289
496	11884	227220
497	11909	227203
498	11935	227222
499	11959	227199
500	11981	227141
501	12004	227111
502	12026	227050
503	12047	226963
504	12071	226936
505	12094	226897
506	12117	226855
507	12140	226825
508	12164	226800
509	12190	226819
510	12212	226752
511	12238	226762
512	12263	226759
513	12285	226705
514	12306	226627
515	12329	226594
516	12349	226486
517	12369	226395
518	12390	226331
519	12410	226230
520	12434	226200
521	12458	226177
522	12482	226168
523	12504	226110
524	12527	226064
525	12552	226057
526	12573	225986
527	12592	225876
